Region,Date,Year,Month,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Bainbridge Island, WA",6/30/2014,2014,7,$558K,3.2%,9.5%,52,-22.4%,-17.5%,79,9.7%,41.1%,162,13.3%,2.5%,22,7,-25,99.7%,1.6%,1.9%
"Bainbridge Island, WA",7/31/2014,2014,8,$513K,-8.0%,-3.2%,61,17.3%,24.5%,55,-30.4%,44.7%,161,-0.6%,13.4%,21,-1,-18,98.9%,-0.9%,2.3%
"Bainbridge Island, WA",8/31/2014,2014,9,$603K,17.4%,8.6%,42,-31.1%,-20.8%,31,-43.6%,-22.5%,138,-14.3%,2.2%,34,13,-12,99.1%,0.2%,1.7%
"Bainbridge Island, WA",9/30/2014,2014,10,$568K,-5.7%,22.2%,53,26.2%,82.8%,32,3.2%,-34.7%,104,-24.6%,-23.5%,36,2,-15,98.1%,-1.0%,2.1%
"Bainbridge Island, WA",10/31/2014,2014,11,$514K,-9.5%,0.3%,37,-30.2%,15.6%,17,-46.9%,-22.7%,73,-29.8%,-33.0%,58,22,-3,97.7%,-0.3%,0.8%
"Bainbridge Island, WA",11/30/2014,2014,12,$699K,36.0%,44.9%,37,0.0%,5.7%,19,11.8%,46.2%,67,-8.2%,-27.2%,48,-10,8,97.5%,-0.3%,-0.2%
"Bainbridge Island, WA",12/31/2014,2014,1,$477K,-31.8%,-2.7%,15,-59.5%,-44.4%,36,89.5%,33.3%,64,-4.5%,-20.0%,35,-13,-50,95.2%,-2.3%,0.1%
"Bainbridge Island, WA",1/31/2015,2015,2,$587K,23.1%,27.6%,29,93.3%,-17.1%,42,16.7%,10.5%,56,-12.5%,-32.5%,20,-15,-1,98.5%,3.3%,0.9%
"Bainbridge Island, WA",2/28/2015,2015,3,$590K,0.5%,-7.5%,45,55.2%,55.2%,53,26.2%,23.3%,65,16.1%,-27.0%,18,-2,-29,98.8%,0.3%,0.8%
"Bainbridge Island, WA",3/31/2015,2015,4,$661K,12.0%,14.3%,42,-6.7%,20.0%,56,5.7%,-33.3%,78,20.0%,-33.3%,10,-8,-34,99.6%,0.8%,1.4%
"Bainbridge Island, WA",4/30/2015,2015,5,$617K,-6.6%,20.4%,49,16.7%,75.0%,61,8.9%,0.0%,81,3.8%,-27.0%,10,0,1,99.0%,-0.6%,0.0%
"Bainbridge Island, WA",5/31/2015,2015,6,$628K,1.7%,16.2%,58,18.4%,-13.4%,54,-11.5%,-25.0%,72,-11.1%,-49.7%,20,10,5,100.4%,1.4%,2.3%
"Bainbridge Island, WA",6/30/2015,2015,7,$621K,-1.1%,11.3%,54,-6.9%,3.8%,55,1.9%,-30.4%,86,19.4%,-46.9%,8,-12,-14,100.4%,0.1%,0.7%
"Bainbridge Island, WA",7/31/2015,2015,8,$660K,6.3%,28.6%,36,-33.3%,-41.0%,39,-29.1%,-29.1%,71,-17.4%,-55.9%,8,0,-13,101.0%,0.6%,2.2%
"Bainbridge Island, WA",8/31/2015,2015,9,$500K,-24.1%,-17.0%,42,16.7%,0.0%,45,15.4%,45.2%,82,15.5%,-40.6%,19,11,-15,99.1%,-1.9%,0.0%
"Bainbridge Island, WA",9/30/2015,2015,10,$727K,45.4%,28.1%,34,-19.0%,-35.8%,35,-22.2%,9.4%,75,-8.5%,-27.9%,11,-8,-25,100.5%,1.5%,2.5%
"Bainbridge Island, WA",10/31/2015,2015,11,$690K,-5.1%,34.2%,25,-26.5%,-32.4%,20,-42.9%,17.6%,62,-17.3%,-15.1%,8,-3,-50,99.8%,-0.7%,2.1%
"Bainbridge Island, WA",11/30/2015,2015,12,$686K,-0.6%,-1.9%,36,44.0%,-2.7%,20,0.0%,5.3%,58,-6.5%,-13.4%,25,17,-23,99.2%,-0.7%,1.7%
"Bainbridge Island, WA",12/31/2015,2015,1,$685K,-0.1%,43.7%,19,-47.2%,26.7%,27,35.0%,-25.0%,60,3.4%,-6.3%,12,-13,-23,98.8%,-0.4%,3.6%
"Bainbridge Island, WA",1/31/2016,2016,2,$542K,-20.9%,-7.8%,18,-5.3%,-37.9%,38,40.7%,-9.5%,60,0.0%,7.1%,17,5,-3,99.8%,1.0%,1.3%
"Bainbridge Island, WA",2/29/2016,2016,3,$649K,19.9%,10.0%,42,133.3%,-6.7%,36,-5.3%,-32.1%,55,-8.3%,-15.4%,30,13,12,100.6%,0.9%,1.9%
"Bainbridge Island, WA",3/31/2016,2016,4,$675K,4.0%,2.2%,41,-2.4%,-2.4%,58,61.1%,3.6%,62,12.7%,-20.5%,13,-17,3,99.8%,-0.8%,0.2%
"Bainbridge Island, WA",4/30/2016,2016,5,$682K,1.0%,10.5%,39,-4.9%,-20.4%,69,19.0%,13.1%,76,22.6%,-6.2%,8,-5,-2,99.8%,0.0%,0.8%
"Bainbridge Island, WA",5/31/2016,2016,6,$769K,12.7%,22.5%,51,30.8%,-12.1%,78,13.0%,44.4%,97,27.6%,34.7%,11,3,-9,100.4%,0.6%,0.0%
"Bainbridge Island, WA",6/30/2016,2016,7,$592K,-23.0%,-4.6%,51,0.0%,-5.6%,77,-1.3%,40.0%,125,28.9%,45.3%,9,-2,1,99.8%,-0.6%,-0.6%
"Bainbridge Island, WA",7/31/2016,2016,8,$680K,14.9%,3.1%,53,3.9%,47.2%,79,2.6%,102.6%,130,4.0%,83.1%,10,1,2,99.7%,-0.1%,-1.3%
"Bainbridge Island, WA",8/31/2016,2016,9,$609K,-10.4%,21.7%,52,-1.9%,23.8%,40,-49.4%,-11.1%,120,-7.7%,46.3%,15,5,-4,98.2%,-1.5%,-0.9%
"Bainbridge Island, WA",9/30/2016,2016,10,$685K,12.5%,-5.8%,47,-9.6%,38.2%,38,-5.0%,8.6%,105,-12.5%,40.0%,20,5,9,99.4%,1.2%,-1.1%
"Bainbridge Island, WA",10/31/2016,2016,11,$609K,-11.1%,-11.7%,37,-21.3%,48.0%,26,-31.6%,30.0%,90,-14.3%,45.2%,45,25,37,97.9%,-1.5%,-1.9%
"Bainbridge Island, WA",11/30/2016,2016,12,$686K,12.6%,-0.1%,34,-8.1%,-5.6%,25,-3.8%,25.0%,83,-7.8%,43.1%,36,-9,11,97.6%,-0.3%,-1.6%
"Bainbridge Island, WA",12/31/2016,2016,1,$694K,1.2%,1.3%,25,-26.5%,31.6%,34,36.0%,25.9%,81,-2.4%,35.0%,35,-1,23,98.8%,1.2%,0.1%
"Bainbridge Island, WA",1/31/2017,2017,2,$561K,-19.2%,3.5%,19,-24.0%,5.6%,28,-17.6%,-26.3%,73,-9.9%,21.7%,83,48,66,97.7%,-1.1%,-2.0%
"Bainbridge Island, WA",2/28/2017,2017,3,$640K,14.1%,-1.5%,41,115.8%,-2.4%,52,85.7%,44.4%,90,23.3%,63.6%,11,-72,-19,99.6%,1.9%,-1.0%
"Bainbridge Island, WA",3/31/2017,2017,4,$693K,8.3%,2.6%,32,-22.0%,-22.0%,63,21.2%,8.6%,101,12.2%,62.9%,13,2,0,99.2%,-0.4%,-0.6%
"Bainbridge Island, WA",4/30/2017,2017,5,$758K,9.5%,11.1%,61,90.6%,56.4%,88,39.7%,27.5%,102,1.0%,34.2%,11,-2,3,99.8%,0.6%,0.1%
"Bainbridge Island, WA",5/31/2017,2017,6,$782K,3.2%,1.8%,75,23.0%,47.1%,68,-22.7%,-12.8%,98,-3.9%,1.0%,11,0,0,100.6%,0.8%,0.2%
"Bainbridge Island, WA",6/30/2017,2017,7,$820K,4.9%,38.5%,63,-16.0%,23.5%,74,8.8%,-3.9%,114,16.3%,-8.8%,22,11,13,99.8%,-0.8%,-0.1%
"Bainbridge Island, WA",7/31/2017,2017,8,$805K,-1.9%,18.3%,62,-1.6%,17.0%,67,-9.5%,-15.2%,114,0.0%,-12.3%,11,-11,1,100.0%,0.2%,0.2%
"Bainbridge Island, WA",8/31/2017,2017,9,$915K,13.7%,50.2%,50,-19.4%,-3.8%,51,-23.9%,27.5%,119,4.4%,-0.8%,20,9,5,99.5%,-0.4%,1.3%
"Bainbridge Island, WA",9/30/2017,2017,10,$719K,-21.5%,4.9%,42,-16.0%,-10.6%,34,-33.3%,-10.5%,79,-33.6%,-24.8%,20,0,0,100.0%,0.5%,0.6%
"Bainbridge Island, WA",10/31/2017,2017,11,$879K,22.3%,44.3%,60,42.9%,62.2%,29,-14.7%,11.5%,72,-8.9%,-20.0%,40,20,-5,98.3%,-1.7%,0.4%
"Bainbridge Island, WA",11/30/2017,2017,12,$799K,-9.1%,16.6%,41,-31.7%,20.6%,21,-27.6%,-16.0%,58,-19.4%,-30.1%,30,-10,-6,99.4%,1.1%,1.8%
"Bainbridge Island, WA",12/31/2017,2017,1,$864K,8.1%,24.5%,28,-31.7%,12.0%,34,61.9%,0.0%,52,-10.3%,-35.8%,45,15,10,99.1%,-0.3%,0.3%
"Bainbridge Island, WA",1/31/2018,2018,2,$828K,-4.2%,47.6%,29,3.6%,52.6%,31,-8.8%,10.7%,51,-1.9%,-30.1%,21,-24,-62,100.4%,1.3%,2.7%
"Bainbridge Island, WA",2/28/2018,2018,3,$838K,1.2%,31.0%,42,44.8%,2.4%,56,80.6%,7.7%,50,-2.0%,-44.4%,22,1,11,99.6%,-0.8%,0.0%
"Bainbridge Island, WA",3/31/2018,2018,4,$815K,-2.7%,17.7%,39,-7.1%,21.9%,69,23.2%,9.5%,71,42.0%,-29.7%,9,-13,-4,101.2%,1.6%,2.0%
"Bainbridge Island, WA",4/30/2018,2018,5,$823K,0.9%,8.5%,60,53.8%,-1.6%,90,30.4%,2.3%,96,35.2%,-5.9%,7,-2,-4,102.4%,1.2%,2.6%
"Bainbridge Island, WA",5/31/2018,2018,6,$805K,-2.1%,2.9%,64,6.7%,-14.7%,74,-17.8%,8.8%,110,14.6%,12.2%,10,3,-1,99.4%,-3.0%,-1.2%
"Bainbridge Island, WA",6/30/2018,2018,7,$955K,18.6%,16.4%,50,-21.9%,-20.6%,56,-24.3%,-24.3%,92,-16.4%,-19.3%,20,10,-2,99.4%,0.0%,-0.4%
"Bainbridge Island, WA",7/31/2018,2018,8,$822K,-14.0%,2.1%,70,40.0%,12.9%,57,1.8%,-14.9%,105,14.1%,-7.9%,25,5,14,98.9%,-0.5%,-1.1%
"Bainbridge Island, WA",8/31/2018,2018,9,$824K,0.3%,-9.9%,40,-42.9%,-20.0%,47,-17.5%,-7.8%,105,0.0%,-11.8%,37,12,17,98.6%,-0.2%,-0.9%
"Bainbridge Island, WA",9/30/2018,2018,10,$965K,17.1%,34.3%,42,5.0%,0.0%,33,-29.8%,-2.9%,90,-14.3%,13.9%,26,-11,6,98.8%,0.1%,-1.2%
"Bainbridge Island, WA",10/31/2018,2018,11,$699K,-27.6%,-20.5%,29,-31.0%,-51.7%,20,-39.4%,-31.0%,73,-18.9%,1.4%,38,12,-2,98.2%,-0.5%,-0.1%
"Bainbridge Island, WA",11/30/2018,2018,12,$968K,38.4%,21.1%,28,-3.4%,-31.7%,12,-40.0%,-42.9%,57,-21.9%,-1.7%,38,0,8,96.7%,-1.6%,-2.8%
"Bainbridge Island, WA",12/31/2018,2018,1,$780K,-19.4%,-9.7%,21,-25.0%,-25.0%,30,150.0%,-11.8%,57,0.0%,9.6%,72,34,27,97.5%,0.8%,-1.6%
"Bainbridge Island, WA",1/31/2019,2019,2,$635K,-18.6%,-23.3%,25,19.0%,-13.8%,34,13.3%,9.7%,66,15.8%,29.4%,60,-12,39,97.7%,0.2%,-2.7%
"Bainbridge Island, WA",2/28/2019,2019,3,$828K,30.4%,-1.1%,20,-20.0%,-52.4%,49,44.1%,-12.5%,66,0.0%,32.0%,12,-48,-10,98.0%,0.3%,-1.6%
"Bainbridge Island, WA",3/31/2019,2019,4,$735K,-11.2%,-9.8%,45,125.0%,15.4%,72,46.9%,4.3%,83,25.8%,16.9%,19,7,10,99.1%,1.1%,-2.1%
"Bainbridge Island, WA",4/30/2019,2019,5,$918K,24.9%,11.6%,55,22.2%,-8.3%,84,16.7%,-6.7%,101,21.7%,5.2%,7,-12,0,99.8%,0.7%,-2.7%
"Bainbridge Island, WA",5/31/2019,2019,6,$979K,6.6%,21.6%,61,10.9%,-4.7%,85,1.2%,14.9%,139,37.6%,26.4%,18,11,8,99.8%,0.0%,0.4%
"Bainbridge Island, WA",6/30/2019,2019,7,$825K,-15.7%,-13.6%,53,-13.1%,6.0%,58,-31.8%,3.6%,137,-1.4%,48.9%,12,-6,-8,98.8%,-1.0%,-0.5%
"Bainbridge Island, WA",7/31/2019,2019,8,$903K,9.4%,9.9%,48,-9.4%,-31.4%,31,-46.6%,-45.6%,107,-21.9%,1.9%,25,13,0,99.0%,0.1%,0.1%
"Bainbridge Island, WA",8/31/2019,2019,9,$744K,-17.6%,-9.7%,42,-12.5%,5.0%,49,58.1%,4.3%,102,-4.7%,-2.9%,30,5,-7,98.4%,-0.5%,-0.2%
"Bainbridge Island, WA",9/30/2019,2019,10,$914K,22.8%,-5.3%,44,4.8%,4.8%,48,-2.0%,45.5%,112,9.8%,24.4%,44,14,18,98.0%,-0.4%,-0.8%
"Bainbridge Island, WA",10/31/2019,2019,11,$938K,2.6%,34.2%,29,-34.1%,0.0%,25,-47.9%,25.0%,85,-24.1%,16.4%,81,37,43,97.9%,-0.1%,-0.3%
"Bainbridge Island, WA",11/30/2019,2019,12,$795K,-15.2%,-17.8%,45,55.2%,60.7%,13,-48.0%,8.3%,52,-38.8%,-8.8%,52,-29,14,98.1%,0.2%,1.4%
"Bainbridge Island, WA",12/31/2019,2019,1,$681K,-14.3%,-12.7%,29,-35.6%,38.1%,22,69.2%,-26.7%,46,-11.5%,-19.3%,52,0,-20,99.1%,1.0%,1.7%
"Bainbridge Island, WA",1/31/2020,2020,2,$803K,17.8%,26.4%,24,-17.2%,-4.0%,34,54.5%,0.0%,48,4.3%,-27.3%,66,14,6,97.7%,-1.4%,0.0%
"Bainbridge Island, WA",2/29/2020,2020,3,"$1,050K",30.8%,26.8%,31,29.2%,55.0%,62,82.4%,26.5%,78,62.5%,18.2%,24,-42,12,99.8%,2.0%,1.8%
"Bainbridge Island, WA",3/31/2020,2020,4,$714K,-32.0%,-2.9%,32,3.2%,-28.9%,35,-43.5%,-51.4%,77,-1.3%,-7.2%,8,-16,-11,98.8%,-0.9%,-0.2%
"Bainbridge Island, WA",4/30/2020,2020,5,$918K,28.6%,0.0%,29,-9.4%,-47.3%,58,65.7%,-31.0%,73,-5.2%,-27.7%,26,18,19,98.8%,0.0%,-1.0%
"Bainbridge Island, WA",5/31/2020,2020,6,$885K,-3.6%,-9.6%,61,110.3%,0.0%,63,8.6%,-25.9%,67,-8.2%,-51.8%,9,-17,-9,100.2%,1.4%,0.4%
"Bainbridge Island, WA",6/30/2020,2020,7,$997K,12.6%,20.8%,62,1.6%,17.0%,75,19.0%,29.3%,73,9.0%,-46.7%,12,3,0,101.1%,0.9%,2.3%
"Bainbridge Island, WA",7/31/2020,2020,8,$895K,-10.2%,-0.8%,68,9.7%,41.7%,61,-18.7%,96.8%,64,-12.3%,-40.2%,8,-4,-17,100.0%,-1.1%,1.1%
"Bainbridge Island, WA",8/31/2020,2020,9,"$1,005K",12.2%,35.0%,68,0.0%,61.9%,71,16.4%,44.9%,68,6.3%,-33.3%,11,3,-19,101.1%,1.0%,2.6%
"Bainbridge Island, WA",9/30/2020,2020,10,"$1,087K",8.2%,18.9%,62,-8.8%,40.9%,63,-11.3%,31.3%,54,-20.6%,-51.8%,7,-4,-37,101.8%,0.7%,3.7%
"Bainbridge Island, WA",10/31/2020,2020,11,$970K,-10.8%,3.4%,64,3.2%,120.7%,26,-58.7%,4.0%,37,-31.5%,-56.5%,8,1,-73,102.5%,0.8%,4.6%
"Bainbridge Island, WA",11/30/2020,2020,12,$849K,-12.4%,6.8%,43,-32.8%,-4.4%,20,-23.1%,53.8%,26,-29.7%,-50.0%,22,14,-30,100.3%,-2.3%,2.2%
"Bainbridge Island, WA",12/31/2020,2020,1,$842K,-0.8%,23.6%,28,-34.9%,-3.4%,18,-10.0%,-18.2%,21,-19.2%,-54.3%,13,-9,-39,100.1%,-0.2%,1.0%
"Bainbridge Island, WA",1/31/2021,2021,2,$872K,3.6%,8.7%,26,-7.1%,8.3%,35,94.4%,2.9%,19,-9.5%,-60.4%,6,-7,-60,104.0%,3.9%,6.3%
"Bellevue, WA",1/31/2012,2012,2,$370K,-7.2%,-10.2%,121,47.6%,6.1%,191,4.4%,8.5%,486,-2.4%,-18.2%,60,-11,-17,97.1%,0.9%,1.2%
"Bellevue, WA",2/29/2012,2012,3,$418K,13.1%,-5.6%,168,38.8%,-2.3%,219,14.7%,-14.8%,449,-7.6%,-31.1%,55,-5,-29,97.2%,0.1%,0.1%
"Bellevue, WA",3/31/2012,2012,4,$445K,6.4%,-6.8%,181,7.7%,27.5%,229,4.6%,-4.2%,479,6.7%,-26.3%,25,-30,-37,97.4%,0.2%,-0.4%
"Bellevue, WA",4/30/2012,2012,5,$460K,3.4%,3.4%,189,4.4%,7.4%,245,7.0%,-5.8%,477,-0.4%,-31.0%,24,-1,-27,98.6%,1.2%,1.7%
"Bellevue, WA",5/31/2012,2012,6,$485K,5.4%,-4.9%,219,15.9%,14.1%,193,-21.2%,-19.6%,424,-11.1%,-42.0%,18,-6,-21,98.5%,0.0%,1.8%
"Bellevue, WA",6/30/2012,2012,7,$493K,1.6%,25.3%,191,-12.8%,24.0%,235,21.8%,8.3%,436,2.8%,-37.7%,19,1,-24,98.5%,0.0%,2.1%
"Bellevue, WA",7/31/2012,2012,8,$508K,3.0%,4.7%,206,7.9%,2.5%,241,2.6%,18.7%,453,3.9%,-36.4%,17,-2,-25,98.6%,0.1%,1.8%
"Bellevue, WA",8/31/2012,2012,9,$507K,-0.2%,-0.1%,182,-11.7%,44.4%,208,-13.7%,18.2%,420,-7.3%,-38.9%,21,4,-29,98.5%,-0.1%,0.8%
"Bellevue, WA",9/30/2012,2012,10,$503K,-0.9%,16.9%,188,3.3%,50.4%,151,-27.4%,18.9%,330,-21.4%,-44.9%,36,15,-8,98.2%,-0.4%,1.7%
"Bellevue, WA",10/31/2012,2012,11,$500K,-0.5%,16.9%,189,0.5%,45.4%,112,-25.8%,0.9%,276,-16.4%,-47.8%,33,-3,-15,97.5%,-0.6%,0.8%
"Bellevue, WA",11/30/2012,2012,12,$513K,2.5%,21.4%,164,-13.2%,28.1%,79,-29.5%,-15.1%,230,-16.7%,-51.8%,25,-8,-62,98.6%,1.1%,2.3%
"Bellevue, WA",12/31/2012,2012,1,$488K,-4.8%,22.5%,117,-28.7%,42.7%,178,125.3%,-2.7%,255,10.9%,-48.8%,22,-3,-49,98.9%,0.3%,2.7%
"Bellevue, WA",1/31/2013,2013,2,$547K,12.1%,47.9%,124,6.0%,2.5%,181,1.7%,-5.2%,249,-2.4%,-48.8%,17,-5,-43,99.6%,0.7%,2.5%
"Bellevue, WA",2/28/2013,2013,3,$475K,-13.2%,13.5%,173,39.5%,3.0%,212,17.1%,-3.2%,263,5.6%,-41.4%,10,-7,-45,100.7%,1.1%,3.5%
"Bellevue, WA",3/31/2013,2013,4,$530K,11.6%,19.1%,191,10.4%,5.5%,284,34.0%,24.0%,313,19.0%,-34.7%,10,0,-15,100.8%,0.1%,3.4%
"Bellevue, WA",4/30/2013,2013,5,$546K,3.1%,18.8%,220,15.2%,16.4%,278,-2.1%,13.5%,336,7.3%,-29.6%,7,-3,-17,101.6%,0.8%,3.0%
"Bellevue, WA",5/31/2013,2013,6,$570K,4.3%,17.5%,191,-13.2%,-12.8%,282,1.4%,46.1%,366,8.9%,-13.7%,7,0,-11,101.0%,-0.6%,2.5%
"Bellevue, WA",6/30/2013,2013,7,$566K,-0.7%,14.8%,281,47.1%,47.1%,296,5.0%,26.0%,395,7.9%,-9.4%,9,2,-10,100.8%,-0.2%,2.3%
"Bellevue, WA",7/31/2013,2013,8,$526K,-7.2%,3.4%,236,-16.0%,14.6%,245,-17.2%,1.7%,390,-1.3%,-13.9%,11,2,-6,99.7%,-1.1%,1.1%
"Bellevue, WA",8/31/2013,2013,9,$578K,9.9%,13.9%,200,-15.3%,9.9%,211,-13.9%,1.4%,399,2.3%,-5.0%,10,-1,-11,100.6%,0.8%,2.0%
"Bellevue, WA",9/30/2013,2013,10,$538K,-6.9%,7.0%,179,-10.5%,-4.8%,186,-11.8%,23.2%,349,-12.5%,5.8%,14,4,-22,99.2%,-1.4%,1.0%
"Bellevue, WA",10/31/2013,2013,11,$505K,-6.1%,0.9%,166,-7.3%,-12.2%,90,-51.6%,-19.6%,269,-22.9%,-2.5%,20,6,-13,99.1%,-0.1%,1.6%
"Bellevue, WA",11/30/2013,2013,12,$531K,5.3%,3.6%,162,-2.4%,-1.2%,77,-14.4%,-2.5%,223,-17.1%,-3.0%,33,13,8,98.8%,-0.3%,0.2%
"Bellevue, WA",12/31/2013,2013,1,$523K,-1.5%,7.1%,106,-34.6%,-9.4%,121,57.1%,-32.0%,201,-9.9%,-21.2%,36,3,14,98.6%,-0.2%,-0.2%
"Bellevue, WA",1/31/2014,2014,2,$503K,-3.8%,-8.0%,127,19.8%,2.4%,156,28.9%,-13.8%,210,4.5%,-15.7%,27,-9,10,99.7%,1.1%,0.1%
"Bellevue, WA",2/28/2014,2014,3,$527K,4.7%,10.8%,154,21.3%,-11.0%,202,29.5%,-4.7%,208,-1.0%,-20.9%,7,-20,-3,101.7%,2.0%,1.0%
"Bellevue, WA",3/31/2014,2014,4,$550K,4.5%,3.8%,171,11.0%,-10.5%,239,18.3%,-15.8%,227,9.1%,-27.5%,7,0,-3,102.1%,0.4%,1.3%
"Bellevue, WA",4/30/2014,2014,5,$559K,1.5%,2.2%,162,-5.3%,-26.4%,290,21.3%,4.3%,291,28.2%,-13.4%,8,1,1,101.8%,-0.3%,0.2%
"Bellevue, WA",5/31/2014,2014,6,$655K,17.3%,15.0%,215,32.7%,12.6%,262,-9.7%,-7.1%,337,15.8%,-7.9%,8,0,1,101.7%,0.0%,0.7%
"Bellevue, WA",6/30/2014,2014,7,$678K,3.5%,19.8%,204,-5.1%,-27.4%,283,8.0%,-4.4%,396,17.5%,0.3%,8,0,-1,100.3%,-1.4%,-0.5%
"Bellevue, WA",7/31/2014,2014,8,$620K,-8.6%,18.0%,209,2.5%,-11.4%,232,-18.0%,-5.3%,402,1.5%,3.1%,14,6,3,100.0%,-0.3%,0.2%
"Bellevue, WA",8/31/2014,2014,9,$617K,-0.5%,6.8%,181,-13.4%,-9.5%,182,-21.6%,-13.7%,369,-8.2%,-7.5%,15,1,5,99.9%,-0.1%,-0.7%
"Bellevue, WA",9/30/2014,2014,10,$655K,6.2%,21.9%,206,13.8%,15.1%,211,15.9%,13.4%,360,-2.4%,3.2%,27,12,13,99.0%,-0.9%,-0.2%
"Bellevue, WA",10/31/2014,2014,11,$614K,-6.2%,21.8%,156,-24.3%,-6.0%,131,-37.9%,45.6%,305,-15.3%,13.4%,27,0,7,99.0%,0.0%,-0.1%
"Bellevue, WA",11/30/2014,2014,12,$647K,5.2%,21.8%,166,6.4%,2.5%,70,-46.6%,-9.1%,251,-17.7%,12.6%,28,1,-5,99.3%,0.3%,0.4%
"Bellevue, WA",12/31/2014,2014,1,$695K,7.5%,32.9%,112,-32.5%,5.7%,145,107.1%,19.8%,239,-4.8%,18.9%,27,-1,-9,98.4%,-0.9%,-0.2%
"Bellevue, WA",1/31/2015,2015,2,$596K,-14.2%,18.5%,113,0.9%,-11.0%,176,21.4%,12.8%,276,15.5%,31.4%,23,-4,-4,100.6%,2.3%,0.9%
"Bellevue, WA",2/28/2015,2015,3,$620K,4.0%,17.8%,169,49.6%,9.7%,210,19.3%,4.0%,270,-2.2%,29.8%,8,-15,1,100.4%,-0.3%,-1.3%
"Bellevue, WA",3/31/2015,2015,4,$648K,4.5%,17.8%,183,8.3%,7.0%,267,27.1%,11.7%,307,13.7%,35.2%,7,-1,0,101.5%,1.1%,-0.6%
"Bellevue, WA",4/30/2015,2015,5,$650K,0.3%,16.4%,205,12.0%,26.5%,280,4.9%,-3.4%,346,12.7%,18.9%,7,0,-1,102.3%,0.9%,0.6%
"Bellevue, WA",5/31/2015,2015,6,$653K,0.4%,-0.4%,230,12.2%,7.0%,267,-4.6%,1.9%,337,-2.6%,0.0%,8,1,0,101.6%,-0.7%,-0.1%
"Bellevue, WA",6/30/2015,2015,7,$665K,1.9%,-1.9%,270,17.4%,32.4%,235,-12.0%,-17.0%,322,-4.5%,-18.7%,9,1,1,100.9%,-0.7%,0.6%
"Bellevue, WA",7/31/2015,2015,8,$653K,-1.8%,5.3%,204,-24.4%,-2.4%,233,-0.9%,0.4%,334,3.7%,-16.9%,13,4,-1,100.2%,-0.6%,0.3%
"Bellevue, WA",8/31/2015,2015,9,$680K,4.2%,10.2%,208,2.0%,14.9%,201,-13.7%,10.4%,320,-4.2%,-13.3%,9,-4,-6,100.5%,0.3%,0.6%
"Bellevue, WA",9/30/2015,2015,10,$622K,-8.5%,-5.1%,206,-1.0%,0.0%,171,-14.9%,-19.0%,237,-25.9%,-34.2%,13,4,-14,99.6%,-0.9%,0.6%
"Bellevue, WA",10/31/2015,2015,11,$586K,-5.8%,-4.7%,145,-29.6%,-7.1%,106,-38.0%,-19.1%,189,-20.3%,-38.0%,12,-1,-15,100.8%,1.2%,1.8%
"Bellevue, WA",11/30/2015,2015,12,$660K,12.6%,2.1%,151,4.1%,-9.0%,65,-38.7%,-7.1%,134,-29.1%,-46.6%,24,12,-4,99.6%,-1.2%,0.4%
"Bellevue, WA",12/31/2015,2015,1,$600K,-9.1%,-13.7%,101,-33.1%,-9.8%,134,106.2%,-7.6%,151,12.7%,-36.8%,11,-13,-16,100.7%,1.0%,2.3%
"Bellevue, WA",1/31/2016,2016,2,$711K,18.5%,19.3%,117,15.8%,3.5%,148,10.4%,-15.9%,139,-7.9%,-49.6%,9,-2,-14,101.9%,1.2%,1.2%
"Bellevue, WA",2/29/2016,2016,3,$738K,3.8%,19.0%,175,49.6%,3.6%,237,60.1%,12.9%,169,21.6%,-37.4%,8,-1,0,103.1%,1.3%,2.8%
"Bellevue, WA",3/31/2016,2016,4,$725K,-1.8%,11.9%,165,-5.7%,-9.8%,256,8.0%,-4.1%,199,17.8%,-35.2%,7,-1,0,104.5%,1.4%,3.1%
"Bellevue, WA",4/30/2016,2016,5,$745K,2.8%,14.6%,241,46.1%,17.6%,279,9.0%,-0.4%,214,7.5%,-38.2%,7,0,0,105.3%,0.8%,2.9%
"Bellevue, WA",5/31/2016,2016,6,$765K,2.7%,17.2%,246,2.1%,7.0%,305,9.3%,14.2%,250,16.8%,-25.8%,7,0,-1,104.0%,-1.3%,2.4%
"Bellevue, WA",6/30/2016,2016,7,$710K,-7.2%,6.8%,229,-6.9%,-15.2%,270,-11.5%,14.9%,315,26.0%,-2.2%,7,0,-2,103.3%,-0.6%,2.5%
"Bellevue, WA",7/31/2016,2016,8,$730K,2.8%,11.8%,213,-7.0%,4.4%,212,-21.5%,-9.0%,286,-9.2%,-14.4%,9,2,-4,101.7%,-1.6%,1.5%
"Bellevue, WA",8/31/2016,2016,9,$690K,-5.5%,1.4%,220,3.3%,5.8%,253,19.3%,25.9%,293,2.4%,-8.4%,12,3,3,101.9%,0.2%,1.4%
"Bellevue, WA",9/30/2016,2016,10,$729K,5.6%,17.1%,208,-5.5%,1.0%,133,-47.4%,-22.2%,201,-31.4%,-15.2%,10,-2,-3,102.4%,0.6%,2.8%
